"","COMMON.NAME","OBSERVATION.MONTH","OBSERVATION.YEAR","total_bird_count"
"3694","Yellow-browed Bulbul",2,1984,79
"3695","Yellow-browed Bulbul",7,1997,67
"3696","Yellow-browed Bulbul",2,2004,62
"3697","Yellow-browed Warbler",3,1999,23
"3698","Yellow-browed Warbler",4,1999,1
"3699","Yellow-browed Warbler",1,2004,51
"3700","Yellow-cheeked Tit",4,1999,23
"3701","Yellow-cheeked Tit",4,2003,60
"3702","Yellow-crowned Woodpecker",4,1990,44
"3703","Yellow-crowned Woodpecker",9,1993,67
"3704","Yellow-crowned Woodpecker",10,1993,2
"3705","Yellow-crowned Woodpecker",8,1996,67
"3706","Yellow-crowned Woodpecker",7,1997,67
"3707","Yellow-crowned Woodpecker",8,1997,67
"3708","Yellow-crowned Woodpecker",2,2001,67
"3709","Yellow-crowned Woodpecker",5,2004,23
"3710","Yellow-crowned Woodpecker",11,2004,23
"3711","Yellow-eyed Babbler",4,1990,67
"3712","Yellow-eyed Babbler",12,1991,134
"3713","Yellow-eyed Babbler",7,1993,67
"3714","Yellow-eyed Babbler",10,1993,2
"3715","Yellow-eyed Babbler",5,1994,1
"3716","Yellow-eyed Babbler",7,1994,67
"3717","Yellow-eyed Babbler",10,2004,1
"3718","Yellow-footed Pigeon",1,1979,8
"3719","Yellow-footed Pigeon",5,1994,51
"3720","Yellow-footed Pigeon",6,1997,201
"3721","Yellow-footed Pigeon",1,2003,67
"3722","Yellow-footed Pigeon",2,2003,67
"3723","Yellow-footed Pigeon",5,2004,23
"3724","Yellow-footed Pigeon",6,2004,39
"3725","Yellow-footed Pigeon",7,2004,18
"3726","Yellow-footed Pigeon",9,2004,113
"3727","Yellow-footed Pigeon",10,2004,184
"3728","Yellow-footed Pigeon",11,2004,44
"3729","Yellow-rumped Honeyguide",4,2003,1
"3730","Yellow-wattled Lapwing",12,1981,68
"3731","Yellow-wattled Lapwing",7,1997,67
"3732","Yellow-wattled Lapwing",12,1997,67
"3733","Yellow-wattled Lapwing",1,1999,67
"3734","Yellow-wattled Lapwing",2,2003,67
"3735","Yellow-wattled Lapwing",6,2004,81
"3736","Yellow-wattled Lapwing",8,2004,102
"3737","Yellow-wattled Lapwing",9,2004,114
"3738","Yellow-wattled Lapwing",10,2004,24
"3739","Yellow-wattled Lapwing",11,2004,63
"3740","Zitting Cisticola",6,1997,67
"3741","Zitting Cisticola",8,1997,1
"3742","Zitting Cisticola",1,2004,51
"3743","Zitting Cisticola",2,2004,67
"3744","Zitting Cisticola",9,2004,67
