time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-14T06:56:38.880Z,31.6366,141.7827,10,4.7,mb,,117,2.224,1.13,us,us100088uh,2017-03-14T07:20:23.040Z,"246km SE of Hachijo-jima, Japan",earthquake,9.6,1.9,0.057,92,reviewed,us,us
2017-03-14T06:04:38.900Z,17.4871,-63.5905,49,3.4,Md,4,342,1.55678039,0.25,pr,pr17073003,2017-03-14T08:48:36.819Z,"39km WSW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake,5.3,19.6,0,2,reviewed,pr,pr
2017-03-14T05:55:21.830Z,0.6764,121.1553,79.23,5.6,mb,,36,0.571,0.96,us,us100088tq,2017-03-14T16:19:17.040Z,"48km WNW of Lemito, Indonesia",earthquake,6.7,1.9,0.079,72,reviewed,us,us
2017-03-14T05:08:22.140Z,34.0368333,-116.8721667,8.58,2.8,ml,129,16,0.05349,0.17,ci,ci37828552,2017-03-14T15:25:42.562Z,"12km N of Banning, CA",earthquake,0.09,0.27,0.148,128,reviewed,ci,ci
2017-03-14T05:06:54.460Z,34.0388333,-117.2386667,17.64,3.61,mw,182,15,0.01436,0.2,ci,ci37828544,2017-03-19T14:38:22.645Z,"2km ESE of Loma Linda, CA",earthquake,0.11,0.22,,4,reviewed,ci,ci
2017-03-14T04:36:30.320Z,-5.6735,110.1787,541.23,5.2,mb,,72,1.391,0.82,us,us100088t6,2017-03-14T16:44:34.685Z,"107km NNW of Batang, Indonesia",earthquake,10.1,9.9,0.217,7,reviewed,us,us
2017-03-14T03:56:48.920Z,42.7059,142.701,92.35,4.7,mwr,,96,0.768,0.74,us,us100088sq,2017-03-14T12:46:31.163Z,"47km WSW of Obihiro, Japan",earthquake,5.5,5.8,0.08,15,reviewed,us,us
2017-03-14T03:26:23.300Z,19.4825,-65.2395,25,2.8,Md,3,331.2,1.15523346,0.18,pr,pr17073002,2017-03-14T08:47:41.663Z,"130km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.3,17,0,2,reviewed,pr,pr
2017-03-14T03:04:12.100Z,19.1506,-64.9981,24,3.4,Md,11,288,0.79500903,0.4,pr,pr17073001,2017-03-14T08:47:01.533Z,"89km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.3,32.5,0,10,reviewed,pr,pr
2017-03-14T02:51:16.850Z,6.1292,92.3167,10,6,mww,,34,4.694,1.25,us,us100088sf,2017-03-17T14:28:45.924Z,"231km SSW of Mohean, India",earthquake,8.2,1.8,,,reviewed,us,us
2017-03-14T02:00:24.480Z,36.8821667,-121.6195,7.65,2.56,md,63,28,0.0222,0.09,nc,nc72775066,2017-03-16T04:34:02.230Z,"2km ESE of Aromas, California",earthquake,0.14,0.24,0.165,89,reviewed,nc,nc
2017-03-14T00:18:35.120Z,17.5171,-62.7946,106.9,4.3,mb,,87,0.179,0.75,us,us100088s5,2017-03-17T08:28:02.760Z,"11km N of Dieppe Bay Town, Saint Kitts and Nevis",earthquake,5.5,4.6,0.063,71,reviewed,us,us
2017-03-13T22:04:34.100Z,18.9808,-65.2723,24,2.8,Md,4,291.6,0.66924489,0.23,pr,pr17072005,2017-03-14T06:07:04.242Z,"75km N of Culebra, Puerto Rico",earthquake,1.8,19.1,0,4,reviewed,pr,pr
2017-03-13T21:15:06.135Z,51.6153,-176.4504,42.2,3.2,ml,,,,0.35,ak,ak15482368,2017-03-15T20:29:30.944Z,"32km SSE of Adak, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-03-13T21:04:05.710Z,13.8276,-92.2693,37.51,4.7,mb,,183,0.889,0.91,us,us100088rh,2017-03-14T16:13:31.484Z,"64km SW of Champerico, Guatemala",earthquake,7.6,9.9,0.045,152,reviewed,us,us
2017-03-13T19:25:50.840Z,37.6366667,-121.6906667,4.57,2.79,md,107,43,0.05461,0.18,nc,nc72774871,2017-03-16T16:26:57.172Z,"8km SE of Livermore, California",earthquake,0.14,0.32,0.151,97,reviewed,nc,nc
2017-03-13T19:01:49.711Z,61.5506,-152.1147,108.8,2.6,ml,,,,0.47,ak,ak15481291,2017-03-15T20:29:29.369Z,"105km NNW of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-03-13T18:38:45.700Z,32.7906667,-115.4471667,11.93,2.47,ml,30,82,0.01462,0.24,ci,ci37827768,2017-03-14T05:24:44.875Z,"7km WSW of Holtville, CA",earthquake,0.39,0.34,0.152,24,reviewed,ci,ci
2017-03-13T17:13:42.590Z,32.7865,-115.4453333,11.23,2.46,ml,30,83,0.01881,0.26,ci,ci37827560,2017-03-13T19:12:51.400Z,"7km WSW of Holtville, CA",earthquake,0.46,0.58,0.137,66,reviewed,ci,ci
2017-03-13T16:46:52.093Z,62.5786,-149.4848,59.1,2.5,ml,,,,0.52,ak,ak15480083,2017-03-15T20:29:26.827Z,"42km NE of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-03-13T16:39:41.500Z,-17.6246,-178.7512,548.69,4.4,mb,,91,3.049,0.95,us,us100088p6,2017-03-13T17:40:57.040Z,"239km SE of Lambasa, Fiji",earthquake,13,8.9,0.065,68,reviewed,us,us
2017-03-13T15:46:01.130Z,-12.6783,-76.8277,41.74,4.1,mb,,169,0.686,0.84,us,us100088rl,2017-03-14T04:02:19.069Z,"19km SSW of Chilca, Peru",earthquake,9.8,16.8,0.368,2,reviewed,us,us
2017-03-13T15:05:54.850Z,-30.4146,-71.4753,34.06,5.1,mww,,66,0.292,0.93,us,us100088n2,2017-03-14T16:44:50.040Z,"33km NW of Ovalle, Chile",earthquake,5.5,3.3,,,reviewed,us,guc
2017-03-13T14:39:04.160Z,35.8795,-120.0611667,15.45,3.52,mw,66,70,0.1514,0.17,nc,nc72774671,2017-03-14T22:22:41.598Z,"14km SSE of Avenal, California",earthquake,0.33,0.42,,9,reviewed,nc,nc
2017-03-13T14:19:06.700Z,17.415,96.0107,10,5.1,mb,,42,0.563,0.62,us,us100088mq,2017-03-15T14:53:40.211Z,"34km SE of Tharyarwady, Burma",earthquake,6.9,1.8,0.061,88,reviewed,us,us
2017-03-13T13:29:14.380Z,40.856,-121.2138333,13.61,2.71,md,29,89,0.105,0.1,nc,nc72774621,2017-03-16T04:19:02.212Z,"37km E of Burney, California",earthquake,0.27,0.5,0.122,40,reviewed,nc,nc
2017-03-13T12:32:36.070Z,-16.5105,-173.2212,34.25,4.6,mb,,104,4.044,0.68,us,us100088mn,2017-03-13T13:21:24.040Z,"83km SE of Hihifo, Tonga",earthquake,14.8,6.5,0.136,16,reviewed,us,us
2017-03-13T09:46:29.600Z,19.0909,-66.4337,30,2.7,Md,3,302.4,0.7995006,0.1,pr,pr17072004,2017-03-13T12:08:30.177Z,"69km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.3,9.7,0,3,reviewed,pr,pr
2017-03-13T08:49:05.880Z,14.3219,145.2049,104.46,5.5,mb,,46,0.798,1.19,us,us100088m4,2017-03-19T12:28:14.480Z,"18km N of Rota, Northern Mariana Islands",earthquake,8.9,5.4,0.045,168,reviewed,us,us
